id	pop	hybrid.index	heterozygosity	perc.missing
Crotone498_SAMPLE	Crotone498_SAMPLE	Italian	0.545644599303136	0.356794425087108	0.0251358695652174
Crotone500_SAMPLE	Crotone500_SAMPLE	Italian	0.600843288826423	0.392129304286718	0.0332880434782609
Crotone501_SAMPLE	Crotone501_SAMPLE	Italian	0.495135510771369	0.498262682418346	0.0224184782608696
Crotone502_SAMPLE	Crotone502_SAMPLE	Italian	0.622484385843164	0.431644691186676	0.0210597826086957
Crotone505_SAMPLE	Crotone505_SAMPLE	Italian	0.678014184397163	0.353191489361702	0.0421195652173913
Crotone510_SAMPLE	Crotone510_SAMPLE	Italian	0.645716292134832	0.4375	0.0326086956521739
Crotone512_SAMPLE	Crotone512_SAMPLE	Italian	0.520401106500692	0.437759336099585	0.0176630434782609
Crotone514_SAMPLE	Crotone514_SAMPLE	Italian	0.64493758668516	0.446601941747573	0.0203804347826087
Crotone517_SAMPLE	Crotone517_SAMPLE	Italian	0.614285714285714	0.432752613240418	0.0251358695652174
Crotone518_SAMPLE	Crotone518_SAMPLE	Italian	0.593728463128877	0.415575465196416	0.0142663043478261
Guglionesi_336_SAMPLE	Guglionesi_336_SAMPLE	Italian	0.501728907330567	0.430843706777317	0.0176630434782609
Guglionesi_426_SAMPLE	Guglionesi_426_SAMPLE	Italian	0.440812112869924	0.423262216104611	0.0129076086956522
Guglionesi_427_SAMPLE	Guglionesi_427_SAMPLE	Italian	0.55297783933518	0.448060941828255	0.0190217391304348
Guglionesi_428_SAMPLE	Guglionesi_428_SAMPLE	Italian	0.53544127866574	0.434329395413482	0.0224184782608696
Guglionesi_429_SAMPLE	Guglionesi_429_SAMPLE	Italian	0.494513031550069	0.478737997256516	0.00951086956521739
Guglionesi_431_SAMPLE	Guglionesi_431_SAMPLE	Italian	0.521291208791209	0.457417582417582	0.0108695652173913
Guglionesi_432_SAMPLE	Guglionesi_432_SAMPLE	Italian	0.475086505190311	0.379930795847751	0.0183423913043478
Guglionesi_433_SAMPLE	Guglionesi_433_SAMPLE	Italian	0.549828178694158	0.457731958762887	0.0115489130434783
Guglionesi_434_SAMPLE	Guglionesi_434_SAMPLE	Italian	0.545671438309475	0.426039536468984	0.00339673913043478
Guglionesi_435_SAMPLE	Guglionesi_435_SAMPLE	Italian	0.555020632737277	0.429160935350757	0.0122282608695652
KAZ14001_SAMPLE	KAZ14001_SAMPLE	Spanish	0.990810074880871	0.0170183798502383	0.00203804347826087
KAZ14003_SAMPLE	KAZ14003_SAMPLE	Spanish	0.98679638637943	0.0250173731758165	0.0224184782608696
KAZ14032_SAMPLE	KAZ14032_SAMPLE	Spanish	0.983219178082192	0.0267123287671233	0.00815217391304348
KAZ14035_SAMPLE	KAZ14035_SAMPLE	Spanish	0.989085948158254	0.0218281036834925	0.00407608695652174
KAZ14053_SAMPLE	KAZ14053_SAMPLE	Spanish	0.987637362637363	0.021978021978022	0.0108695652173913
KAZ14054_SAMPLE	KAZ14054_SAMPLE	Spanish	0.984982935153584	0.0245733788395904	0.0047554347826087
KAZ14055_SAMPLE	KAZ14055_SAMPLE	Spanish	0.97640218878249	0.0471956224350205	0.00679347826086957
KAZ14057_SAMPLE	KAZ14057_SAMPLE	Spanish	0.988581314878893	0.0186851211072664	0.0183423913043478
KAZ14059_SAMPLE	KAZ14059_SAMPLE	Spanish	0.982806052269601	0.0330123796423659	0.0122282608695652
KAZ14061_SAMPLE	KAZ14061_SAMPLE	Spanish	0.985304169514696	0.0293916609706083	0.00611413043478261
PD22NLD0146F_SAMPLE	PD22NLD0146F_SAMPLE	House	0.113113496932515	0.192484662576687	0.114130434782609
PD22NLD0147F_SAMPLE	PD22NLD0147F_SAMPLE	House	0.078064012490242	0.143637782982045	0.129755434782609
PDOM2022NLD0041J_SAMPLE	PDOM2022NLD0041J_SAMPLE	House	0.0706883789785344	0.129533678756477	0.0822010869565217
PDOM2022NLD0042M_SAMPLE	PDOM2022NLD0042M_SAMPLE	House	0.0692028985507246	0.12536231884058	0.0625
