id	pop	hybrid.index	heterozygosity	perc.missing
Crotone498_SAMPLE	Crotone498_SAMPLE	Italian	0.51203007518797	0.296240601503759	0.0162721893491124
Crotone500_SAMPLE	Crotone500_SAMPLE	Italian	0.572196620583717	0.43778801843318	0.0369822485207101
Crotone501_SAMPLE	Crotone501_SAMPLE	Italian	0.403787878787879	0.556060606060606	0.0236686390532544
Crotone502_SAMPLE	Crotone502_SAMPLE	Italian	0.629518072289157	0.436746987951807	0.0177514792899408
Crotone505_SAMPLE	Crotone505_SAMPLE	Italian	0.683563748079877	0.331797235023041	0.0369822485207101
Crotone510_SAMPLE	Crotone510_SAMPLE	Italian	0.657733537519142	0.494640122511485	0.0340236686390533
Crotone512_SAMPLE	Crotone512_SAMPLE	Italian	0.441441441441441	0.498498498498498	0.014792899408284
Crotone514_SAMPLE	Crotone514_SAMPLE	Italian	0.669683257918552	0.443438914027149	0.0192307692307692
Crotone517_SAMPLE	Crotone517_SAMPLE	Italian	0.630335365853659	0.446646341463415	0.029585798816568
Crotone518_SAMPLE	Crotone518_SAMPLE	Italian	0.594776119402985	0.443283582089552	0.00887573964497041
Guglionesi_336_SAMPLE	Guglionesi_336_SAMPLE	Italian	0.46996996996997	0.492492492492492	0.014792899408284
Guglionesi_426_SAMPLE	Guglionesi_426_SAMPLE	Italian	0.384328358208955	0.407462686567164	0.00887573964497041
Guglionesi_427_SAMPLE	Guglionesi_427_SAMPLE	Italian	0.538519637462236	0.5	0.0207100591715976
Guglionesi_428_SAMPLE	Guglionesi_428_SAMPLE	Italian	0.535444947209653	0.380090497737557	0.0192307692307692
Guglionesi_429_SAMPLE	Guglionesi_429_SAMPLE	Italian	0.405970149253731	0.561194029850746	0.00887573964497041
Guglionesi_431_SAMPLE	Guglionesi_431_SAMPLE	Italian	0.537946428571429	0.486607142857143	0.00591715976331361
Guglionesi_432_SAMPLE	Guglionesi_432_SAMPLE	Italian	0.356174698795181	0.356927710843373	0.0177514792899408
Guglionesi_433_SAMPLE	Guglionesi_433_SAMPLE	Italian	0.544095665171898	0.48729446935725	0.0103550295857988
Guglionesi_434_SAMPLE	Guglionesi_434_SAMPLE	Italian	0.51186943620178	0.492581602373887	0.0029585798816568
Guglionesi_435_SAMPLE	Guglionesi_435_SAMPLE	Italian	0.547904191616767	0.437125748502994	0.0118343195266272
KAZ14001_SAMPLE	KAZ14001_SAMPLE	Spanish	0.997037037037037	0.00592592592592593	0.0014792899408284
KAZ14003_SAMPLE	KAZ14003_SAMPLE	Spanish	0.993233082706767	0.0105263157894737	0.0162721893491124
KAZ14032_SAMPLE	KAZ14032_SAMPLE	Spanish	0.997001499250375	0.00599700149925037	0.0133136094674556
KAZ14035_SAMPLE	KAZ14035_SAMPLE	Spanish	0.994814814814815	0.0103703703703704	0.0014792899408284
KAZ14053_SAMPLE	KAZ14053_SAMPLE	Spanish	0.999252615844544	0.00149476831091181	0.0103550295857988
KAZ14054_SAMPLE	KAZ14054_SAMPLE	Spanish	0.99702380952381	0.00595238095238095	0.00591715976331361
KAZ14055_SAMPLE	KAZ14055_SAMPLE	Spanish	0.988077496274218	0.0238450074515648	0.00739644970414201
KAZ14057_SAMPLE	KAZ14057_SAMPLE	Spanish	0.998491704374057	0.00301659125188537	0.0192307692307692
KAZ14059_SAMPLE	KAZ14059_SAMPLE	Spanish	0.988721804511278	0.0225563909774436	0.0162721893491124
KAZ14061_SAMPLE	KAZ14061_SAMPLE	Spanish	0.991815476190476	0.0163690476190476	0.00591715976331361
PD22NLD0146F_SAMPLE	PD22NLD0146F_SAMPLE	House	0.0472175379426644	0.0910623946037099	0.122781065088757
PD22NLD0147F_SAMPLE	PD22NLD0147F_SAMPLE	House	0.043261231281198	0.0765391014975042	0.11094674556213
PDOM2022NLD0041J_SAMPLE	PDOM2022NLD0041J_SAMPLE	House	0.043338683788122	0.086677367576244	0.0784023668639053
PDOM2022NLD0042M_SAMPLE	PDOM2022NLD0042M_SAMPLE	House	0.0221169036334913	0.0442338072669826	0.0636094674556213
PDOM2022NLD0043F_SAMPLE	PDOM2022NLD0043F_SAMPLE	House	0.0235478806907378	0.0470957613814757	0.0576923076923077
PDOM2022NLD0044M_SAMPLE	PDOM2022NLD0044M_SAMPLE	House	0.0249621785173979	0.0499243570347958	0.022189349112426
PDOM2022NLD0045M_SAMPLE	PDOM2022NLD0045M_SAMPLE	House	0.0344036697247706	0.0626911314984709	0.0325443786982249
PDOM2022NLD0046M_SAMPLE	PDOM2022NLD0046M_SAMPLE	House	0.0728527607361963	0.0782208588957055	0.0355029585798817
PDOM2022NLD0047F_SAMPLE	PDOM2022NLD0047F_SAMPLE	House	0.0551242236024845	0.107142857142857	0.0473372781065089
PDOM2022NLD0048F_SAMPLE	PDOM2022NLD0048F_SAMPLE	House	0.0324881141045959	0.0649762282091918	0.0665680473372781
PDOM2022NLD0072M_SAMPLE	PDOM2022NLD0072M_SAMPLE	House	0.0305164319248826	0.0579029733959311	0.0547337278106509
PDOM2022NLD0077M_SAMPLE	PDOM2022NLD0077M_SAMPLE	Meerkerk	0.0524737631184408	0.0929535232383808	0.0133136094674556
PDOM2022NLD0078F_SAMPLE	PDOM2022NLD0078F_SAMPLE	House	0.0281923714759536	0.0563847429519071	0.107988165680473
PDOM2022NLD0080F_SAMPLE	PDOM2022NLD0080F_SAMPLE	House	0.0573899371069182	0.111635220125786	0.0591715976331361
PDOM2022NLD0081F_SAMPLE	PDOM2022NLD0081F_SAMPLE	House	0.0326433121019108	0.0652866242038217	0.0710059171597633
PDOM2022NLD0082F_SAMPLE	PDOM2022NLD0082F_SAMPLE	House	0.0221374045801527	0.0442748091603053	0.0310650887573964
PDOM2022NLD0107J_SAMPLE	PDOM2022NLD0107J_SAMPLE	House	0.03	0.0569230769230769	0.0384615384615385
PDOM2022NLD0108J_SAMPLE	PDOM2022NLD0108J_SAMPLE	House	0.0976744186046512	0.192248062015504	0.0458579881656805
PI22NLD0001M_SAMPLE	PI22NLD0001M_SAMPLE	Y150239	0.0801011804384486	0.143338954468803	0.122781065088757
