id	pop	hybrid.index	heterozygosity	perc.missing
Crotone498_SAMPLE	Crotone498_SAMPLE	Italian	0.176470588235294	0.147058823529412	0
Crotone500_SAMPLE	Crotone500_SAMPLE	Italian	0.485294117647059	0.676470588235294	0
Crotone501_SAMPLE	Crotone501_SAMPLE	Italian	0.169117647058824	0.191176470588235	0
Crotone502_SAMPLE	Crotone502_SAMPLE	Italian	0.205882352941176	0.235294117647059	0
Crotone505_SAMPLE	Crotone505_SAMPLE	Italian	0.198529411764706	0.220588235294118	0
Crotone510_SAMPLE	Crotone510_SAMPLE	Italian	0.485294117647059	0.676470588235294	0
Crotone512_SAMPLE	Crotone512_SAMPLE	Italian	0.183823529411765	0.191176470588235	0
Crotone514_SAMPLE	Crotone514_SAMPLE	Italian	0.169117647058824	0.132352941176471	0
Crotone517_SAMPLE	Crotone517_SAMPLE	Italian	0.426470588235294	0.794117647058823	0
Crotone518_SAMPLE	Crotone518_SAMPLE	Italian	0.147058823529412	0.264705882352941	0
FR046_SAMPLE	FR046_SAMPLE	House	0.0294117647058824	0.0588235294117647	0
FR049_SAMPLE	FR049_SAMPLE	House	0.0294117647058824	0.0588235294117647	0
FR051_SAMPLE	FR051_SAMPLE	House	0.0661764705882353	0.102941176470588	0
FR063_SAMPLE	FR063_SAMPLE	House	0.0441176470588235	0.0882352941176471	0
FR064_SAMPLE	FR064_SAMPLE	House	0.0955882352941176	0.191176470588235	0
Guglionesi_336_SAMPLE	Guglionesi_336_SAMPLE	Italian	0.132352941176471	0.235294117647059	0
Guglionesi_426_SAMPLE	Guglionesi_426_SAMPLE	Italian	0.132352941176471	0.235294117647059	0
Guglionesi_427_SAMPLE	Guglionesi_427_SAMPLE	Italian	0.176470588235294	0.205882352941176	0
Guglionesi_428_SAMPLE	Guglionesi_428_SAMPLE	Italian	0.220588235294118	0.411764705882353	0
Guglionesi_429_SAMPLE	Guglionesi_429_SAMPLE	Italian	0.183823529411765	0.220588235294118	0
Guglionesi_431_SAMPLE	Guglionesi_431_SAMPLE	Italian	0.169117647058824	0.161764705882353	0
Guglionesi_432_SAMPLE	Guglionesi_432_SAMPLE	Italian	0.154411764705882	0.279411764705882	0
Guglionesi_433_SAMPLE	Guglionesi_433_SAMPLE	Italian	0.477941176470588	0.926470588235294	0
Guglionesi_434_SAMPLE	Guglionesi_434_SAMPLE	Italian	0.147058823529412	0.294117647058824	0
Guglionesi_435_SAMPLE	Guglionesi_435_SAMPLE	Italian	0.213235294117647	0.191176470588235	0
KAZ14001_SAMPLE	KAZ14001_SAMPLE	Spanish	0.985294117647059	0.0294117647058824	0
KAZ14003_SAMPLE	KAZ14003_SAMPLE	Spanish	0.992424242424242	0.0151515151515152	0.0294117647058824
KAZ14032_SAMPLE	KAZ14032_SAMPLE	Spanish	0.985294117647059	0.0294117647058824	0
KAZ14035_SAMPLE	KAZ14035_SAMPLE	Spanish	0.985074626865672	0.0298507462686567	0.0147058823529412
KAZ14053_SAMPLE	KAZ14053_SAMPLE	Spanish	0.992537313432836	0.0149253731343284	0.0147058823529412
KAZ14054_SAMPLE	KAZ14054_SAMPLE	Spanish	1	0	0
KAZ14055_SAMPLE	KAZ14055_SAMPLE	Spanish	1	0	0.0147058823529412
KAZ14057_SAMPLE	KAZ14057_SAMPLE	Spanish	0.985294117647059	0.0294117647058824	0
KAZ14059_SAMPLE	KAZ14059_SAMPLE	Spanish	0.992537313432836	0.0149253731343284	0.0147058823529412
KAZ14061_SAMPLE	KAZ14061_SAMPLE	Spanish	0.985074626865672	0.0298507462686567	0.0147058823529412
PDOM2022NLD0042M_SAMPLE	PDOM2022NLD0042M_SAMPLE	House	0.0746268656716418	0.149253731343284	0.0147058823529412
PDOM2022NLD0044M_SAMPLE	PDOM2022NLD0044M_SAMPLE	House	0.0294117647058824	0.0588235294117647	0
PDOM2022NLD0045M_SAMPLE	PDOM2022NLD0045M_SAMPLE	House	0.125	0.0735294117647059	0
PDOM2022NLD0046M_SAMPLE	PDOM2022NLD0046M_SAMPLE	House	0.125	0.25	0
PDOM2022NLD0072M_SAMPLE	PDOM2022NLD0072M_SAMPLE	House	0.0746268656716418	0.149253731343284	0.0147058823529412
PDOM2022NLD0077M_SAMPLE	PDOM2022NLD0077M_SAMPLE	Meerkerk	0.0294117647058824	0.0588235294117647	0
PI22NLD0001M_SAMPLE	PI22NLD0001M_SAMPLE	Y150239	0.0447761194029851	0.0895522388059701	0.0147058823529412
