id	pop	hybrid.index	heterozygosity	perc.missing
Crotone498_SAMPLE	Crotone498_SAMPLE	Italian	0.545662100456621	0.187214611872146	0.0179372197309417
Crotone500_SAMPLE	Crotone500_SAMPLE	Italian	0.548837209302326	0.53953488372093	0.0358744394618834
Crotone501_SAMPLE	Crotone501_SAMPLE	Italian	0.3125	0.606481481481482	0.031390134529148
Crotone502_SAMPLE	Crotone502_SAMPLE	Italian	0.701357466063348	0.380090497737557	0.00896860986547085
Crotone505_SAMPLE	Crotone505_SAMPLE	Italian	0.706018518518518	0.291666666666667	0.031390134529148
Crotone510_SAMPLE	Crotone510_SAMPLE	Italian	0.683720930232558	0.576744186046512	0.0358744394618834
Crotone512_SAMPLE	Crotone512_SAMPLE	Italian	0.351598173515982	0.511415525114155	0.0179372197309417
Crotone514_SAMPLE	Crotone514_SAMPLE	Italian	0.71889400921659	0.451612903225806	0.0269058295964126
Crotone517_SAMPLE	Crotone517_SAMPLE	Italian	0.698598130841122	0.434579439252336	0.0403587443946188
Crotone518_SAMPLE	Crotone518_SAMPLE	Italian	0.658371040723982	0.529411764705882	0.00896860986547085
Guglionesi_336_SAMPLE	Guglionesi_336_SAMPLE	Italian	0.401376146788991	0.720183486238532	0.0224215246636771
Guglionesi_426_SAMPLE	Guglionesi_426_SAMPLE	Italian	0.269230769230769	0.357466063348416	0.00896860986547085
Guglionesi_427_SAMPLE	Guglionesi_427_SAMPLE	Italian	0.568807339449541	0.63302752293578	0.0224215246636771
Guglionesi_428_SAMPLE	Guglionesi_428_SAMPLE	Italian	0.645454545454546	0.281818181818182	0.0134529147982063
Guglionesi_429_SAMPLE	Guglionesi_429_SAMPLE	Italian	0.357466063348416	0.597285067873303	0.00896860986547085
Guglionesi_431_SAMPLE	Guglionesi_431_SAMPLE	Italian	0.603603603603604	0.621621621621622	0.00448430493273543
Guglionesi_432_SAMPLE	Guglionesi_432_SAMPLE	Italian	0.216589861751152	0.202764976958525	0.0269058295964126
Guglionesi_433_SAMPLE	Guglionesi_433_SAMPLE	Italian	0.627272727272727	0.481818181818182	0.0134529147982063
Guglionesi_434_SAMPLE	Guglionesi_434_SAMPLE	Italian	0.538288288288288	0.59009009009009	0.00448430493273543
Guglionesi_435_SAMPLE	Guglionesi_435_SAMPLE	Italian	0.625	0.431818181818182	0.0134529147982063
KAZ14001_SAMPLE	KAZ14001_SAMPLE	Spanish	1	0	0
KAZ14003_SAMPLE	KAZ14003_SAMPLE	Spanish	1	0	0.0224215246636771
KAZ14032_SAMPLE	KAZ14032_SAMPLE	Spanish	1	0	0.00896860986547085
KAZ14035_SAMPLE	KAZ14035_SAMPLE	Spanish	1	0	0
KAZ14053_SAMPLE	KAZ14053_SAMPLE	Spanish	1	0	0.0179372197309417
KAZ14054_SAMPLE	KAZ14054_SAMPLE	Spanish	1	0	0.00896860986547085
KAZ14055_SAMPLE	KAZ14055_SAMPLE	Spanish	1	0	0.0134529147982063
KAZ14057_SAMPLE	KAZ14057_SAMPLE	Spanish	1	0	0.0134529147982063
KAZ14059_SAMPLE	KAZ14059_SAMPLE	Spanish	1	0	0.0179372197309417
KAZ14061_SAMPLE	KAZ14061_SAMPLE	Spanish	1	0	0.00896860986547085
PD22NLD0146F_SAMPLE	PD22NLD0146F_SAMPLE	House	0	0	0.116591928251121
PD22NLD0147F_SAMPLE	PD22NLD0147F_SAMPLE	House	0	0	0.103139013452915
PDOM2022NLD0041J_SAMPLE	PDOM2022NLD0041J_SAMPLE	House	0	0	0.0672645739910314
PDOM2022NLD0042M_SAMPLE	PDOM2022NLD0042M_SAMPLE	House	0	0	0.0358744394618834
PDOM2022NLD0043F_SAMPLE	PDOM2022NLD0043F_SAMPLE	House	0	0	0.062780269058296
PDOM2022NLD0044M_SAMPLE	PDOM2022NLD0044M_SAMPLE	House	0	0	0.0224215246636771
PDOM2022NLD0045M_SAMPLE	PDOM2022NLD0045M_SAMPLE	House	0	0	0.0224215246636771
PDOM2022NLD0046M_SAMPLE	PDOM2022NLD0046M_SAMPLE	House	0	0	0.0538116591928251
PDOM2022NLD0047F_SAMPLE	PDOM2022NLD0047F_SAMPLE	House	0	0	0.0448430493273543
PDOM2022NLD0048F_SAMPLE	PDOM2022NLD0048F_SAMPLE	House	0	0	0.0538116591928251
PDOM2022NLD0072M_SAMPLE	PDOM2022NLD0072M_SAMPLE	House	0	0	0.0717488789237668
PDOM2022NLD0077M_SAMPLE	PDOM2022NLD0077M_SAMPLE	Meerkerk	0.00226244343891403	0.00452488687782805	0.00896860986547085
PDOM2022NLD0078F_SAMPLE	PDOM2022NLD0078F_SAMPLE	House	0	0	0.103139013452915
PDOM2022NLD0080F_SAMPLE	PDOM2022NLD0080F_SAMPLE	House	0	0	0.0448430493273543
PDOM2022NLD0081F_SAMPLE	PDOM2022NLD0081F_SAMPLE	House	0	0	0.0852017937219731
PDOM2022NLD0082F_SAMPLE	PDOM2022NLD0082F_SAMPLE	House	0	0	0.0269058295964126
PDOM2022NLD0107J_SAMPLE	PDOM2022NLD0107J_SAMPLE	House	0	0	0.0493273542600897
PDOM2022NLD0108J_SAMPLE	PDOM2022NLD0108J_SAMPLE	House	0	0	0.0493273542600897
PI22NLD0001M_SAMPLE	PI22NLD0001M_SAMPLE	Y150239	0.0512820512820513	0.0923076923076923	0.125560538116592
