"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0006413",0.00104861878913124,8.1077648766328,0.831240689508406,5,18,"translational initiation"
"2","GO:0006956",0.00212322015200104,Inf,0.0923600766120451,2,2,"complement activation"
"3","GO:0002252",0.00212322015200104,Inf,0.0923600766120451,2,2,"immune effector process"
"4","GO:0006547",0.00212322015200104,Inf,0.0923600766120451,2,2,"L-histidine metabolic process"
"5","GO:0006548",0.00212322015200104,Inf,0.0923600766120451,2,2,"L-histidine catabolic process"
"6","GO:0052803",0.00212322015200104,Inf,0.0923600766120451,2,2,"imidazole-containing compound metabolic process"
"7","GO:0052805",0.00212322015200104,Inf,0.0923600766120451,2,2,"imidazole-containing compound catabolic process"
"8","GO:0007155",0.00306186564025027,2.63078061413245,5.49542455841668,13,119,"cell adhesion"
"9","GO:0006605",0.0040375027009681,7.632949210414,0.692700574590338,4,15,"protein targeting"
"10","GO:0072594",0.0041475964634695,5.53997020854022,1.10832091934454,5,24,"establishment of protein localization to organelle"
"11","GO:0030193",0.00617528432967558,41.6837209302326,0.138540114918068,2,3,"regulation of blood coagulation"
"12","GO:1900046",0.00617528432967558,41.6837209302326,0.138540114918068,2,3,"regulation of hemostasis"
"13","GO:0061041",0.00617528432967558,41.6837209302326,0.138540114918068,2,3,"regulation of wound healing"
"14","GO:0006446",0.00617528432967558,41.6837209302326,0.138540114918068,2,3,"regulation of translational initiation"
"15","GO:1903034",0.00617528432967558,41.6837209302326,0.138540114918068,2,3,"regulation of response to wounding"
"16","GO:0072599",0.00663415896666248,10.4579439252336,0.415620344754203,3,9,"establishment of protein localization to endoplasmic reticulum"
"17","GO:0006612",0.00663415896666248,10.4579439252336,0.415620344754203,3,9,"protein targeting to membrane"
"18","GO:0006613",0.00663415896666248,10.4579439252336,0.415620344754203,3,9,"cotranslational protein targeting to membrane"
"19","GO:0006614",0.00663415896666248,10.4579439252336,0.415620344754203,3,9,"SRP-dependent cotranslational protein targeting to membrane"
"20","GO:0045047",0.00663415896666248,10.4579439252336,0.415620344754203,3,9,"protein targeting to ER"
"21","GO:0033365",0.00960647127017754,4.38089622641509,1.33922111087465,5,29,"protein localization to organelle"
"22","GO:0006959",0.0119751031904591,20.8372093023256,0.18472015322409,2,4,"humoral immune response"
"23","GO:0050818",0.0119751031904591,20.8372093023256,0.18472015322409,2,4,"regulation of coagulation"
"24","GO:0042127",0.0119751031904591,20.8372093023256,0.18472015322409,2,4,"regulation of cell population proliferation"
"25","GO:0070972",0.0121683991455207,7.83995327102804,0.507980421366248,3,11,"protein localization to endoplasmic reticulum"
"26","GO:0051276",0.0180641547770631,3.15781990521327,2.12428176207704,6,46,"chromosome organization"
"27","GO:0031570",0.0193540704595568,13.8883720930233,0.230900191530113,2,5,"DNA integrity checkpoint signaling"
"28","GO:0002253",0.0193540704595568,13.8883720930233,0.230900191530113,2,5,"activation of immune response"
"29","GO:0008283",0.0193540704595568,13.8883720930233,0.230900191530113,2,5,"cell population proliferation"
"30","GO:0050778",0.0193540704595568,13.8883720930233,0.230900191530113,2,5,"positive regulation of immune response"
"31","GO:0000077",0.0193540704595568,13.8883720930233,0.230900191530113,2,5,"DNA damage checkpoint signaling"
"32","GO:0043648",0.0193540704595568,13.8883720930233,0.230900191530113,2,5,"dicarboxylic acid metabolic process"
"33","GO:0002684",0.0193540704595568,13.8883720930233,0.230900191530113,2,5,"positive regulation of immune system process"
"34","GO:0006633",0.0193540704595568,13.8883720930233,0.230900191530113,2,5,"fatty acid biosynthetic process"
"35","GO:0042770",0.0193540704595568,13.8883720930233,0.230900191530113,2,5,"signal transduction in response to DNA damage"
"36","GO:0006364",0.0227066542073296,4.18967136150235,1.10832091934454,4,24,"rRNA processing"
"37","GO:0016072",0.0227066542073296,4.18967136150235,1.10832091934454,4,24,"rRNA metabolic process"
"38","GO:0072657",0.0242373252884544,5.69796091758709,0.646520536284316,3,14,"protein localization to membrane"
"39","GO:0090150",0.0242373252884544,5.69796091758709,0.646520536284316,3,14,"establishment of protein localization to membrane"
"40","GO:0032101",0.0281553045877759,10.4139534883721,0.277080229836135,2,6,"regulation of response to external stimulus"
"41","GO:0009074",0.0281553045877759,10.4139534883721,0.277080229836135,2,6,"aromatic amino acid family catabolic process"
"42","GO:0051668",0.029287280935326,5.22196261682243,0.692700574590338,3,15,"localization within membrane"
"43","GO:0010608",0.0348479379366191,4.81919482386772,0.738880612896361,3,16,"post-transcriptional regulation of gene expression"
"44","GO:0032482",0.038232933335144,8.32930232558139,0.323260268142158,2,7,"Rab protein signal transduction"
"45","GO:0170040",0.038232933335144,8.32930232558139,0.323260268142158,2,7,"proteinogenic amino acid catabolic process"
"46","GO:0170035",0.038232933335144,8.32930232558139,0.323260268142158,2,7,"L-amino acid catabolic process"
"47","GO:0006417",0.038232933335144,8.32930232558139,0.323260268142158,2,7,"regulation of translation"
"48","GO:0006265",0.038232933335144,8.32930232558139,0.323260268142158,2,7,"DNA topological change"
"49","GO:0050776",0.038232933335144,8.32930232558139,0.323260268142158,2,7,"regulation of immune response"
"50","GO:0072330",0.038232933335144,8.32930232558139,0.323260268142158,2,7,"monocarboxylic acid biosynthetic process"
"51","GO:0000956",0.038232933335144,8.32930232558139,0.323260268142158,2,7,"nuclear-transcribed mRNA catabolic process"
"52","GO:0006508",0.0420128631436051,1.57781954887218,14.1310917216429,21,306,"proteolysis"
"53","GO:0032324",0.0461800383060221,Inf,0.0461800383060226,1,1,"molybdopterin cofactor biosynthetic process"
"54","GO:0048762",0.0461800383060221,Inf,0.0461800383060226,1,1,"mesenchymal cell differentiation"
"55","GO:0051189",0.0461800383060221,Inf,0.0461800383060226,1,1,"prosthetic group metabolic process"
"56","GO:0010835",0.0461800383060221,Inf,0.0461800383060226,1,1,"regulation of protein ADP-ribosylation"
"57","GO:1903313",0.0461800383060221,Inf,0.0461800383060226,1,1,"positive regulation of mRNA metabolic process"
"58","GO:0030261",0.0461800383060221,Inf,0.0461800383060226,1,1,"chromosome condensation"
"59","GO:0048863",0.0461800383060221,Inf,0.0461800383060226,1,1,"stem cell differentiation"
"60","GO:0048864",0.0461800383060221,Inf,0.0461800383060226,1,1,"stem cell development"
"61","GO:0000422",0.0461800383060221,Inf,0.0461800383060226,1,1,"autophagy of mitochondrion"
"62","GO:0000423",0.0461800383060221,Inf,0.0461800383060226,1,1,"mitophagy"
"63","GO:0061014",0.0461800383060221,Inf,0.0461800383060226,1,1,"positive regulation of mRNA catabolic process"
"64","GO:0000290",0.0461800383060221,Inf,0.0461800383060226,1,1,"deadenylation-dependent decapping of nuclear-transcribed mRNA"
"65","GO:0007585",0.0461800383060221,Inf,0.0461800383060226,1,1,"respiratory gaseous exchange by respiratory system"
"66","GO:0000288",0.0461800383060221,Inf,0.0461800383060226,1,1,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"67","GO:0034755",0.0461800383060221,Inf,0.0461800383060226,1,1,"iron ion transmembrane transport"
"68","GO:0042073",0.0461800383060221,Inf,0.0461800383060226,1,1,"intraciliary transport"
"69","GO:0070966",0.0461800383060221,Inf,0.0461800383060226,1,1,"nuclear-transcribed mRNA catabolic process, no-go decay"
"70","GO:0014032",0.0461800383060221,Inf,0.0461800383060226,1,1,"neural crest cell development"
"71","GO:0014033",0.0461800383060221,Inf,0.0461800383060226,1,1,"neural crest cell differentiation"
"72","GO:0006106",0.0461800383060221,Inf,0.0461800383060226,1,1,"fumarate metabolic process"
"73","GO:0010998",0.0461800383060221,Inf,0.0461800383060226,1,1,"regulation of translational initiation by eIF2 alpha phosphorylation"
"74","GO:0010970",0.0461800383060221,Inf,0.0461800383060226,1,1,"transport along microtubule"
"75","GO:0009615",0.0461800383060221,Inf,0.0461800383060226,1,1,"response to virus"
"76","GO:0051607",0.0461800383060221,Inf,0.0461800383060226,1,1,"defense response to virus"
"77","GO:0042982",0.0461800383060221,Inf,0.0461800383060226,1,1,"amyloid precursor protein metabolic process"
"78","GO:0070481",0.0461800383060221,Inf,0.0461800383060226,1,1,"nuclear-transcribed mRNA catabolic process, non-stop decay"
"79","GO:0042987",0.0461800383060221,Inf,0.0461800383060226,1,1,"amyloid precursor protein catabolic process"
"80","GO:0050779",0.0461800383060221,Inf,0.0461800383060226,1,1,"RNA destabilization"
"81","GO:0023041",0.0461800383060221,Inf,0.0461800383060226,1,1,"neuronal signal transduction"
"82","GO:0006777",0.0461800383060221,Inf,0.0461800383060226,1,1,"Mo-molybdopterin cofactor biosynthetic process"
"83","GO:0043555",0.0461800383060221,Inf,0.0461800383060226,1,1,"regulation of translation in response to stress"
"84","GO:0043558",0.0461800383060221,Inf,0.0461800383060226,1,1,"regulation of translational initiation in response to stress"
"85","GO:0061157",0.0461800383060221,Inf,0.0461800383060226,1,1,"mRNA destabilization"
"86","GO:0043545",0.0461800383060221,Inf,0.0461800383060226,1,1,"molybdopterin cofactor metabolic process"
"87","GO:0099111",0.0461800383060221,Inf,0.0461800383060226,1,1,"microtubule-based transport"
"88","GO:0019236",0.0461800383060221,Inf,0.0461800383060226,1,1,"response to pheromone"
